cik,company,event_seq,event_date,edgar_date,lopucki_date,date_discrepancy_days,intra_event_spread_days,source,chapter,sic,is_primary_filer,n_filings
1303835,Hartford Life Global Funding Trust 2004-003,1,2004-12-27,2004-12-27,,,182,8K_SUBMISSIONS,,,1,3
1303849,"Avantair, Inc",1,2013-07-30,2013-07-30,,,0,8K_FTS+8K_SUBMISSIONS,,4522,1,2
1304366,Community Bancorp,1,2009-08-28,2009-08-28,2010-05-28,-273,273,8K_FTS+8K_SUBMISSIONS+LOPUCKI,7,6021,1,3
1304527,Protective Life Secured Trust 2004-43,1,2004-10-22,2004-10-22,,,56,8K_SUBMISSIONS,,6311.0,1,3
1304569,Hartford Life Global Funding Trust 2004-004,1,2005-03-24,2005-03-24,,,0,8K_SUBMISSIONS,,,1,1
1304588,Espre Solutions Inc,1,2009-02-02,2009-02-02,,,100,8K_FTS+8K_SUBMISSIONS,,3669,1,12
1305226,Protective Life Secured Trust 2004-45,1,2004-11-19,2004-11-19,,,28,8K_SUBMISSIONS,,6311.0,1,2
1305253,"Eiger BioPharmaceuticals, Inc.  (EIGRQ)",1,2024-04-01,2024-04-01,,,183,8K_FTS+8K_SUBMISSIONS,,2836,1,6
1305464,Refco Finance Inc.,1,2005-10-17,2005-10-21,2005-10-17,4,4,8K_SUBMISSIONS+LOPUCKI,11,6200,1,2
1305464,Refco Finance Inc.,2,2006-12-20,2006-12-20,,,0,8K_SUBMISSIONS,,6200.0,1,1
1305468,"Refco Group Ltd., LLC",1,2005-10-21,2005-10-21,,,0,8K_SUBMISSIONS,,6200.0,1,1
1305468,"Refco Group Ltd., LLC",2,2006-12-20,2006-12-20,,,0,8K_SUBMISSIONS,,6200.0,1,1
1305523,Hartford Life Global Funding Trust 2004-005,1,2005-01-24,2005-01-24,,,0,8K_SUBMISSIONS,,,1,1
1305748,HEALTHCARE PROVIDERS DIRECT INC.,1,2010-07-16,2010-07-16,,,69,8K_FTS+8K_SUBMISSIONS,,5047,1,4
1306401,Protective Life Secured Trust 2004-47,1,2004-11-19,2004-11-19,,,28,8K_SUBMISSIONS,,6311.0,1,2
1306830,Celanese Corp,1,2005-01-28,2005-01-28,,,0,8K_SUBMISSIONS,,2820.0,1,1
1307425,CARBIZ INC,1,2010-02-12,2010-02-12,,,0,8K_FTS+8K_SUBMISSIONS,,5500,1,2
1308874,Hartford Life Global Funding Trust 2004-009,1,2005-05-25,2005-05-25,,,0,8K_SUBMISSIONS,,,1,1
1308875,Hartford Life Global Funding Trust 2004-010,1,2005-05-25,2005-05-25,,,0,8K_SUBMISSIONS,,,1,1
1309126,"Money Tree, Inc.",1,2011-12-19,2011-12-19,,,0,8K_FTS+8K_SUBMISSIONS,,6141,1,2
1309237,Ausam Energy Corp,1,2009-01-05,2009-01-05,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1309522,Protective Life Secured Trust 2004-49,1,2004-12-17,2004-12-17,,,0,8K_SUBMISSIONS,,6311.0,1,1
1310067,SEARS HOLDINGS CORP,1,2018-10-15,2018-10-15,2018-10-15,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5311,1,3
1310067,SEARS HOLDINGS CORP,2,2019-10-21,2019-10-21,,,14,8K_FTS+8K_SUBMISSIONS,,5311,1,4
1310094,ACCENTIA BIOPHARMACEUTICALS INC,1,2008-11-10,2008-11-10,,,0,8K_SUBMISSIONS,,2834.0,1,1
1310094,ACCENTIA BIOPHARMACEUTICALS INC,2,2010-11-02,2010-11-02,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1310228,Hartford Life Global Funding Trust 2004-012,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1310229,Hartford Life Global Funding Trust 2004-011,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1310527,"Anpath Group, Inc.",1,2010-05-26,2010-05-26,,,0,8K_FTS+8K_SUBMISSIONS,,2842,1,2
1310867,Hartford Life Global Funding Trust 2004-013,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1310869,Hartford Life Global Funding Trust 2004-014,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1310870,Hartford Life Global Funding Trust 2004-015,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1311230,"TerraVia Holdings, Inc.",1,2017-08-02,2017-08-02,,,169,8K_FTS+8K_SUBMISSIONS,,2860,1,4
1311396,"Aviza Technology, Inc.",1,2009-06-12,2009-06-12,,,0,8K_FTS+8K_SUBMISSIONS,,3559,1,2
1311486,"Global Geophysical Services, Inc.",1,2014-03-25,2014-03-27,2014-03-25,2,321,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1382,1,5
1311486,"Global Geophysical Services, Inc. (2016)",2,2016-08-03,,2016-08-03,,0,LOPUCKI,11,1382,1,1
1311495,Hartford Life Global Funding Trust 2004-016,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1311498,Hartford Life Global Funding Trust 2004 - 017,1,2005-01-24,2005-01-24,,,154,8K_SUBMISSIONS,,,1,4
1311500,Hartford Life Global Funding Trust 2004-018,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1311803,"Propex, Inc.",1,2008-01-18,2008-01-24,2008-01-18,6,6,8K_SUBMISSIONS+LOPUCKI,11,2221,1,2
1311953,"Summit Global Logistics, Inc.",1,2008-01-30,2008-01-30,,,0,8K_SUBMISSIONS,,7822.0,1,1
1312126,Hartford Life Global Funding Trust 2004-020,1,2005-01-24,2005-01-24,,,154,8K_SUBMISSIONS,,,1,5
1312127,Hartford Life Global Funding Trust 2004-021,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1312130,Hartford Life Global Funding Trust 2004-019,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1313024,"Venoco, Inc. (Denver Parent Corp.)",1,2016-03-18,2016-03-24,2016-03-18,6,6,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,3
1313363,Hartford Life Global Funding Trust 2005-001,1,2005-02-24,2005-02-24,,,123,8K_SUBMISSIONS,,,1,4
1313730,"Atlantic Southern Financial Group, Inc.",1,2011-05-23,2011-05-23,,,0,8K_FTS+8K_SUBMISSIONS,,6035,1,2
1314020,Protective Life Secured Trust 2005-A,1,2005-06-07,2005-06-07,,,133,8K_SUBMISSIONS,,6189.0,1,3
1314077,"BPI Energy Holdings, Inc.",1,2009-02-05,2009-02-05,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1314187,Hartford Life Global Funding Trust 2005-004,1,2005-02-24,2005-02-24,,,123,8K_SUBMISSIONS,,,1,4
1314642,Buck-A-Roo$ Holding CORP,1,2006-08-21,2006-08-21,,,0,8K_SUBMISSIONS,,5331.0,1,1
1314642,Buck-A-Roo$ Holding CORP,2,2007-10-09,2007-10-09,,,70,8K_SUBMISSIONS,,5331.0,1,4
1314737,Protective Life Secured Trust 2005-1,1,2005-07-18,2005-07-18,,,0,8K_SUBMISSIONS,,6189.0,1,1
1314739,Protective Life Secured Trust 2005-2,1,2005-02-11,2005-02-11,,,308,8K_SUBMISSIONS,,6189.0,1,11
1314851,Hartford Life Global Funding Trust 2005-008,1,2005-02-24,2005-02-24,,,123,8K_SUBMISSIONS,,,1,4
1315054,"WorldSpace, Inc.",1,2008-10-17,,2008-10-17,,0,LOPUCKI,11,4832,1,1
1315143,Hartford Life Global Funding Trust 2005-010,1,2005-02-24,2005-02-24,,,123,8K_SUBMISSIONS,,,1,4
1315255,"GTT Communications, Inc.",1,2021-10-31,2021-11-01,2021-10-31,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4813,1,3
1315500,Hartford Life Global Funding Trust 2005-013,1,2005-02-24,2005-02-24,,,123,8K_SUBMISSIONS,,,1,4
13156,"Galaxy Gaming, Inc.",1,2008-07-18,2008-07-18,,,210,8K_FTS+8K_SUBMISSIONS,,7900.0,1,3
1316268,Hartford Life Global Funding Trust 2005-015,1,2005-03-24,2005-03-24,,,95,8K_SUBMISSIONS,,,1,3
1316269,Hartford Life Global Funding Trust 2005-016,1,2005-03-24,2005-03-24,,,95,8K_SUBMISSIONS,,,1,3
1316410,"FirstBank Financial Services, Inc.",1,2009-02-11,2009-02-11,,,0,8K_FTS+8K_SUBMISSIONS,,6035,1,2
1316826,Synova Healthcare Group Inc,1,2007-12-20,2007-12-20,,,0,8K_SUBMISSIONS,,2835.0,1,1
1317087,Hartford Life Global Funding Trust 2005-019,1,2005-03-24,2005-03-24,,,95,8K_SUBMISSIONS,,,1,3
1317919,Hartford Life Global Funding Trust 2005-022,1,2005-03-24,2005-03-24,,,95,8K_SUBMISSIONS,,,1,3
1318035,"NTK Holdings, Inc.",1,2009-10-21,2009-10-22,2009-10-21,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3634,1,3
1318309,"Crown Financial Holdings, Inc.",1,2005-10-05,2005-10-05,,,0,8K_SUBMISSIONS,,6211.0,1,1
1318659,Hartford Life Global Funding Trust 2005-025,1,2005-05-25,2005-05-25,,,33,8K_SUBMISSIONS,,,1,2
1318807,Hartford Life Global Funding Trust 2005-027,1,2005-03-24,2005-03-24,,,95,8K_SUBMISSIONS,,,1,3
1318812,Hartford Life Global Funding Trust 2005-028,1,2005-03-24,2005-03-24,,,95,8K_SUBMISSIONS,,,1,3
1319009,Midway Gold Corp,1,2015-06-22,2015-06-22,,,0,8K_FTS+8K_SUBMISSIONS,,1040,1,2
1319325,Hartford Life Global Funding Trust 2005-030,1,2005-05-25,2005-05-25,,,33,8K_SUBMISSIONS,,6189.0,1,2
1319333,Protective Life Secured Trust 2005-4,1,2005-09-20,2005-09-20,,,0,8K_SUBMISSIONS,,6189.0,1,1
1319334,Protective Life Secured Trust 2005-3,1,2005-04-14,2005-04-14,,,246,8K_SUBMISSIONS,,6189.0,1,9
1319465,Hartford Life Global Funding Trust 2005-031,1,2005-05-25,2005-05-25,,,33,8K_SUBMISSIONS,,6189.0,1,2
1320124,Hartford Life Global Funding Trust 2005-034,1,2005-05-25,2005-05-25,,,33,8K_SUBMISSIONS,,6189.0,1,2
1320461,Cooper-Standard Holdings Inc.  (CPS),1,2009-08-03,2009-08-03,2009-08-03,0,294,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3714,1,5
1320763,Protective Life Secured Trust 2005-5,1,2005-09-20,2005-09-20,,,0,8K_SUBMISSIONS,,6189.0,1,1
1320764,Protective Life Secured Trust 2005-6,1,2005-04-14,2005-04-14,,,246,8K_SUBMISSIONS,,6189.0,1,9
1320795,Hartford Life Global Funding Trust 2005-038,1,2005-05-25,2005-05-25,,,33,8K_SUBMISSIONS,,6189.0,1,2
1321099,"DigitalPost Interactive, Inc.",1,2011-04-01,2011-04-01,,,0,8K_FTS+8K_SUBMISSIONS,,7374,1,2
1321746,Refco Inc.,1,2005-10-21,2005-10-21,,,0,8K_SUBMISSIONS,,6200.0,1,1
1321746,Refco Inc.,2,2006-12-20,2006-12-20,,,0,8K_SUBMISSIONS,,6200.0,1,1
1322056,Protective Life Secured Trust 2005-7,1,2005-04-14,2005-04-14,,,246,8K_SUBMISSIONS,,6189.0,1,9
1322229,Hartford Life Global Funding Trust 2005-040,1,2005-05-25,2005-05-25,,,33,8K_SUBMISSIONS,,6189.0,1,2
1322263,Hartford Life Global Funding Trust 2005-042,1,2005-05-25,2005-05-25,,,33,8K_SUBMISSIONS,,6189.0,1,2
1322439,Eagle Bulk Shipping Inc.,1,2014-08-06,2014-08-06,2014-08-06,0,51,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4412,1,5
1322705,Spansion Inc.,1,2009-03-01,2009-03-02,2009-03-01,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3674,1,3
1322705,Spansion Inc.,2,2010-04-22,2010-04-22,,,0,8K_FTS+8K_SUBMISSIONS,,3674,1,2
1322786,Hartford Life Global Funding Trust 2005-044,1,2005-05-25,2005-05-25,,,33,8K_SUBMISSIONS,,6189.0,1,2
1322838,Hartford Life Global Funding Trust 2005-045,1,2005-05-25,2005-05-25,,,33,8K_SUBMISSIONS,,6189.0,1,2
1323033,"Tennessee Commerce Bancorp, Inc.",1,2012-01-30,2012-01-30,,,0,8K_FTS+8K_SUBMISSIONS,,6022,1,2
1323533,Protective Life Secured Trust 2005-9,1,2005-10-18,2005-10-18,,,0,8K_SUBMISSIONS,,6189.0,1,1
1323534,Protective Life Secured Trust 2005-8,1,2005-05-18,2005-05-18,,,212,8K_SUBMISSIONS,,6189.0,1,8
1323537,Hartford Life Global Funding Trust 2005-048,1,2005-05-25,2005-05-25,,,33,8K_SUBMISSIONS,,6189.0,1,2
13239,HEXION INC.,1,2019-04-01,2019-04-01,2019-04-01,0,92,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2821,1,5
1324189,Orchids Paper Products Company,1,2019-04-01,,2019-04-01,,0,LOPUCKI,11,2621,1,1
1324233,Protective Life Secured Trust 2005-10,1,2005-05-18,2005-05-18,,,212,8K_SUBMISSIONS,,6189.0,1,8
1324295,Hartford Life Global Funding Trust 2005-052,1,2005-05-25,2005-05-25,,,33,8K_SUBMISSIONS,,6189.0,1,2
1324759,Cereplast Inc  (HGYN),1,2014-02-12,2014-02-12,,,84,8K_FTS+8K_SUBMISSIONS,,2821,1,8
1325078,Hartford Life Global Funding Trust 2005-054,1,2005-05-25,2005-05-25,,,33,8K_SUBMISSIONS,,6189.0,1,2
1325702,MagnaChip Semiconductor LLC,1,2009-06-12,,2009-06-12,,0,LOPUCKI,11,3674,1,1
1325961,Hartford Life Global Funding Trust 2005-057,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1326089,Sundance Energy Inc.,1,2021-03-09,2021-03-10,2021-03-09,1,42,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
1326160,Duke Energy CORP,1,2011-07-07,2011-07-07,,,0,8K_SUBMISSIONS,,4931.0,1,1
1326200,GENCO SHIPPING & TRADING LTD  (GNK),1,2014-04-21,2014-04-21,2014-04-21,0,77,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4412,1,5
1326428,"LINN ENERGY, LLC",1,2016-05-11,2016-05-11,2016-05-11,0,265,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
1326729,Hartford Life Global Funding Trust 2005-059,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1326760,Hartford Life Global Funding Trust 2005-060,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1327012,Equity Media Holdings CORP,1,2008-12-12,2008-12-12,,,0,8K_SUBMISSIONS,,4833.0,1,1
1327080,Protective Life Secured Trust 2005-B,1,2005-08-18,2005-08-18,,,91,8K_SUBMISSIONS,,6189.0,1,2
1327499,Hartford Life Global Funding Trust 2005-061,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1328194,Protective Life Secured Trust 2005-12,1,2005-06-15,2005-06-15,,,184,8K_SUBMISSIONS,,6189.0,1,7
1328195,Protective Life Secured Trust 2005-11,1,2005-11-17,2005-11-17,,,0,8K_SUBMISSIONS,,6189.0,1,1
1328325,Hartford Life Global Funding Trust 2005-064,1,2005-06-27,2005-06-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1328881,Protective Life Secured Trust 2005-13,1,2005-12-16,2005-12-16,,,0,8K_SUBMISSIONS,,6189.0,1,1
1328910,Tronox Incorporated,1,2009-01-12,2009-01-20,2009-01-12,8,8,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2810,1,3
1328910,TRONOX INC,2,2010-11-23,2010-11-23,,,0,8K_FTS+8K_SUBMISSIONS,,2810,1,2
1329068,NewPage Holding CORP,1,2011-09-12,2011-09-12,,,0,8K_FTS+8K_SUBMISSIONS,,2621,1,2
1329069,NewPage Corporation,1,2011-09-07,2011-09-12,2011-09-07,5,5,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2621,1,3
1329184,"Chartwell International, Inc.",1,2010-08-20,2010-08-20,,,68,8K_FTS+8K_SUBMISSIONS,,4011,1,4
1329400,Protective Life Secured Trust 2005-14,1,2005-07-18,2005-07-18,,,151,8K_SUBMISSIONS,,6189.0,1,6
1329605,PLATINUM ENERGY RESOURCES INC,1,2010-12-01,2010-12-01,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1330312,Hartford Life Global Funding Trust 2005-072,1,2005-07-27,2005-07-27,,,335,8K_SUBMISSIONS,,6189.0,1,13
1330314,Hartford Life Global Funding Trust 2005-073,1,2005-07-27,2005-07-27,,,335,8K_SUBMISSIONS,,6189.0,1,14
1330332,Hartford Life Global Funding Trust 2005-074,1,2005-12-27,2005-12-27,,,182,8K_SUBMISSIONS,,6189.0,1,2
1330340,"Platinum Research Organization, Inc.",1,2009-02-18,2009-02-18,,,0,8K_FTS+8K_SUBMISSIONS,,3470,1,2
1330487,CHEM RX CORP,1,2010-05-12,2010-05-12,,,0,8K_FTS+8K_SUBMISSIONS,,6770,1,2
1330788,Protective Life Secured Trust 2005-16,1,2005-12-16,2005-12-16,,,0,8K_SUBMISSIONS,,6189.0,1,1
1330789,Protective Life Secured Trust 2005-15,1,2005-07-18,2005-07-18,,,151,8K_SUBMISSIONS,,6189.0,1,6
1330849,"Hercules Offshore, Inc.",1,2015-08-13,2015-08-17,2015-08-13,4,477,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1381,1,14
1330952,Hartford Life Global Funding Trust 2005-075,1,2005-07-27,2005-07-27,,,335,8K_SUBMISSIONS,,6189.0,1,13
1330960,Hartford Life Global Funding Trust 2005-076,1,2005-07-27,2005-07-27,,,335,8K_SUBMISSIONS,,6189.0,1,13
1330981,Hartford Life Global Funding Trust 2005-077,1,2005-12-27,2005-12-27,,,182,8K_SUBMISSIONS,,6189.0,1,2
1331427,"AgFeed Industries, Inc.",1,2013-07-15,2013-07-15,,,0,8K_FTS+8K_SUBMISSIONS,,0200,1,2
1331726,Hartford Life Global Funding Trust 2005-078,1,2005-07-27,2005-07-27,,,335,8K_SUBMISSIONS,,6189.0,1,13
1331730,Hartford Life Global Funding Trust 2005-079,1,2005-07-27,2005-07-27,,,335,8K_SUBMISSIONS,,6189.0,1,12
1331756,Hartford Life Global Funding Trust 2005-080,1,2005-12-27,2005-12-27,,,182,8K_SUBMISSIONS,,6189.0,1,2
1332366,Hartford Life Global Funding Trust 2005-081,1,2005-08-25,2005-08-25,,,306,8K_SUBMISSIONS,,6189.0,1,11
1332376,Hartford Life Global Funding Trust 2005-082,1,2006-01-27,2006-01-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1332412,"VALLEY FORGE COMPOSITE TECHNOLOGIES, INC.",1,2013-10-15,2013-10-15,,,0,8K_FTS+8K_SUBMISSIONS,,3812,1,2
1332987,Hartford Life Global Funding Trust 2005-084,1,2005-08-25,2005-08-25,,,306,8K_SUBMISSIONS,,6189.0,1,11
1332993,Hartford Life Global Funding Trust 2005-085,1,2006-01-27,2006-01-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1332996,Hartford Life Global Funding Trust 2005-083,1,2005-08-25,2005-08-25,,,306,8K_SUBMISSIONS,,6189.0,1,11
1333291,"Triple Crown Media, Inc.",1,2009-09-16,2009-09-16,,,86,8K_FTS+8K_SUBMISSIONS,,2711,1,4
1333632,Hartford Life Global Funding Trust 2005-086,1,2005-08-25,2005-08-25,,,306,8K_SUBMISSIONS,,6189.0,1,11
1333634,Hartford Life Global Funding Trust 2005-087,1,2006-01-27,2006-01-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1333646,Hartford Life Global Funding Trust 2005-088,1,2006-01-27,2006-01-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1333835,Casa Systems Inc,1,2024-04-03,2024-04-03,,,68,8K_FTS+8K_SUBMISSIONS,,3663,1,4
1334127,"Harry & David Holdings, Inc.",1,2011-03-28,2011-03-28,,,0,8K_FTS+8K_SUBMISSIONS,,5990,1,2
1334375,Hartford Life Global Funding Trust 2005-089,1,2005-08-25,2005-08-25,,,306,8K_SUBMISSIONS,,6189.0,1,11
1334386,Hartford Life Global Funding Trust 2005-090,1,2006-01-27,2006-01-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1334392,Hartford Life Global Funding Trust 2005-091,1,2006-01-27,2006-01-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1334872,Cape Fear Bank Corporation,1,2009-06-23,2009-06-26,2009-06-23,3,3,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6021,1,3
1334978,"Clear Channel Outdoor Holdings, Inc.  (CCO)",1,2018-03-15,2018-03-15,,,0,8K_FTS+8K_SUBMISSIONS,,7310,1,2
1335047,Hartford Life Global Funding Trust 2005-095,1,2005-08-25,2005-08-25,,,306,8K_SUBMISSIONS,,6189.0,1,11
1335089,Hartford Life Global Funding Trust 2005-092,1,2005-09-26,2005-09-26,,,274,8K_SUBMISSIONS,,6189.0,1,10
1335099,Hartford Life Global Funding Trust 2005-093,1,2006-02-27,2006-02-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1335103,"Protea Biosciences Group, Inc.",1,2017-12-05,2017-12-05,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1335115,Hartford Life Global Funding Trust 2005-094,1,2006-02-27,2006-02-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1335190,MAGNUM HUNTER RESOURCES CORP,1,2015-12-15,2015-12-15,2015-12-15,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,3
1335236,Atlas America Public #15-2005 (A) L.P.,1,2016-07-28,2016-07-28,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1335833,Hartford Life Global Funding Trust 2005-096,1,2006-02-27,2006-02-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1335860,Hartford Life Global Funding Trust 2005-097,1,2006-02-27,2006-02-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1335867,Hartford Life Global Funding Trust 2005-098,1,2006-02-27,2006-02-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1336293,Hartford Life Global Funding Trust 2005-102,1,2005-11-28,2005-11-28,,,178,8K_SUBMISSIONS,,6189.0,1,3
1336339,Atlas America Public #14-2005 (A) L.P.,1,2016-07-28,2016-07-28,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1336407,Hartford Life Global Funding Trust 2005-099,1,2006-02-27,2006-02-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1336424,Hartford Life Global Funding Trust 2005-100,1,2006-02-27,2006-02-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1336429,Hartford Life Global Funding Trust 2005-101,1,2006-02-27,2006-02-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1336545,"American Apparel, Inc. (2015)",1,2015-10-05,2015-10-08,2015-10-05,3,3,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6770,1,3
1336545,"American Apparel, Inc. (2016)",2,2016-11-14,,2016-11-14,,0,LOPUCKI,11,6770,1,1
1336999,Hartford Life Global Funding Trust 2005-103,1,2006-02-27,2006-02-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1337001,Hartford Life Global Funding Trust 2005-104,1,2006-02-27,2006-02-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1337596,Hartford Life Global Funding Trust 2005-105,1,2006-03-27,2006-03-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1337602,Hartford Life Global Funding Trust 2005-106,1,2006-03-27,2006-03-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1337622,Hartford Life Global Funding Trust 2005-107,1,2006-03-27,2006-03-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1337885,"dELiAs, Inc.",1,2014-12-10,2014-12-10,,,0,8K_FTS+8K_SUBMISSIONS,,5961,1,2
1337913,"Ahern Rentals, Inc.",1,2011-12-22,,2011-12-22,,0,LOPUCKI,11,7359,1,1
1338095,"NephroGenex, Inc.",1,2016-05-02,2016-05-02,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1338218,Hartford Life Global Funding Trust 2005-108,1,2006-03-27,2006-03-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1338259,Hartford Life Global Funding Trust 2005-109,1,2006-03-27,2006-03-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1338673,Hartford Life Global Funding Trust 2005-110,1,2006-03-27,2006-03-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1338732,Hartford Life Global Funding Trust 2005-111,1,2005-12-27,2005-12-27,,,182,8K_SUBMISSIONS,,6189.0,1,3
1338738,Hartford Life Global Funding Trust 2005-112,1,2006-03-27,2006-03-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1338949,Majestic Capital Ltd.,1,2011-04-29,2011-05-02,2011-04-29,3,3,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6331,1,3
1339121,Hartford Life Global Funding Trust 2005-113,1,2006-03-27,2006-03-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1339350,Hartford Life Global Funding Trust 2005-114,1,2005-10-27,2005-10-27,,,243,8K_SUBMISSIONS,,6189.0,1,9
1339352,Hartford Life Global Funding Trust 2005-115,1,2006-03-27,2006-03-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1339357,Hartford Life Global Funding Trust 2005-116,1,2006-03-27,2006-03-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1340048,Hartford Life Global Funding Trust 2005-117,1,2006-03-27,2006-03-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1340051,Hartford Life Global Funding Trust 2005-118,1,2006-03-27,2006-03-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1340103,Hartford Life Global Funding Trust 2005-119,1,2006-03-27,2006-03-27,,,0,8K_SUBMISSIONS,,6189.0,1,1
1340744,Altus Pharmaceuticals Inc.,1,2009-11-12,2009-11-12,,,0,8K_FTS+8K_SUBMISSIONS,,2836,1,2
1340746,Hartford Life Global Funding Trust 2005-120,1,2006-04-26,2006-04-26,,,0,8K_SUBMISSIONS,,6189.0,1,1
1340747,Hartford Life Global Funding Trust 2005-121,1,2006-04-26,2006-04-26,,,0,8K_SUBMISSIONS,,6189.0,1,1
1340752,"Molecular Insight Pharmaceuticals, Inc.",1,2010-12-14,2010-12-14,,,148,8K_FTS+8K_SUBMISSIONS,,2834,1,4
1340753,Hartford Life Global Funding Trust 2005-122,1,2006-04-26,2006-04-26,,,0,8K_SUBMISSIONS,,6189.0,1,1
1341293,Neogenix Oncology Inc,1,2012-07-26,2012-07-26,,,0,8K_FTS+8K_SUBMISSIONS,,2835,1,2
1341353,Hartford Life Global Funding Trust 2005-123,1,2006-04-26,2006-04-26,,,0,8K_SUBMISSIONS,,6189.0,1,1
1341377,Hartford Life Global Funding Trust 2005-124,1,2006-04-26,2006-04-26,,,0,8K_SUBMISSIONS,,6189.0,1,1
1341433,Hartford Life Global Funding Trust 2005-125,1,2006-04-26,2006-04-26,,,0,8K_SUBMISSIONS,,6189.0,1,1
1341843,"POLYMEDIX, INC",1,2013-04-01,2013-04-01,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1341849,Hartford Life Global Funding Trust 2005-126,1,2006-04-26,2006-04-26,,,0,8K_SUBMISSIONS,,6189.0,1,1
1341853,Lehman Brothers Holdings E-Capital LLC I,1,2008-09-19,2008-09-19,,,0,8K_SUBMISSIONS,,6211.0,1,1
